# 1:t 2:x 3:y 4:z 5:P 6:Pmac 7:U 8:V 9:T
1.05465 0.15 0.2 0 1.2182 1.3822 -2.56725e-06 -3.14409e-05 0
1.05545 0.15 0.2 0 1.21814 1.381 -2.55206e-06 -3.49765e-05 0
1.05625 0.15 0.2 0 1.22033 1.38875 -2.59757e-06 -2.63494e-05 0
1.05706 0.15 0.2 0 1.2195 1.39377 -2.52091e-06 -4.09266e-05 0
1.05786 0.15 0.2 0 1.22132 1.41088 -2.51546e-06 -2.83328e-05 0
1.05866 0.15 0.2 0 1.22184 1.42398 -2.53835e-06 -3.52148e-05 0
1.05946 0.15 0.2 0 1.223 1.43844 -2.52982e-06 -3.28159e-05 0
1.06026 0.15 0.2 0 1.22396 1.44322 -2.52596e-06 -3.39622e-05 0
1.06106 0.15 0.2 0 1.22499 1.4428 -2.52457e-06 -3.3075e-05 0
1.06186 0.15 0.2 0 1.22567 1.44507 -2.52484e-06 -3.17839e-05 0
1.06265 0.15 0.2 0 1.22458 1.45295 -2.52568e-06 -3.67735e-05 0
1.06345 0.15 0.2 0 1.22636 1.46217 -2.5175e-06 -3.0459e-05 0
1.06425 0.15 0.2 0 1.22658 1.47439 -2.51432e-06 -3.52901e-05 0
1.06505 0.15 0.2 0 1.22744 1.49977 -2.51126e-06 -3.14186e-05 0
1.06584 0.15 0.2 0 1.22788 1.46616 -2.50872e-06 -3.50451e-05 0
1.06664 0.15 0.2 0 1.22658 1.40629 -2.50956e-06 -3.37582e-05 0
1.06743 0.15 0.2 0 1.2234 1.36438 -2.51832e-06 -3.34699e-05 0
1.06823 0.15 0.2 0 1.22252 1.34783 -2.51163e-06 -3.26029e-05 0
1.06902 0.15 0.2 0 1.22343 1.34757 -2.49744e-06 -3.45945e-05 0
1.06982 0.15 0.2 0 1.22434 1.3545 -2.49558e-06 -3.32631e-05 0
1.07061 0.15 0.2 0 1.22332 1.36605 -2.48893e-06 -6.77694e-06 0
1.07141 0.15 0.2 0 1.23133 1.38864 -2.46062e-06 -0.000115021 0
1.0722 0.15 0.2 0 1.22474 1.39555 -2.50813e-06 6.48081e-05 0
1.07299 0.15 0.2 0 1.21629 1.39888 -2.53651e-06 -9.39389e-05 0
1.07378 0.15 0.2 0 1.21792 1.42601 -2.4797e-06 -1.5426e-05 0
1.07458 0.15 0.2 0 1.21953 1.45248 -2.4929e-06 -2.49416e-05 0
1.07537 0.15 0.2 0 1.22552 1.48737 -2.50504e-06 -2.34012e-05 0
1.07616 0.15 0.2 0 1.2255 1.52599 -2.40922e-06 -6.54067e-05 0
1.07695 0.15 0.2 0 1.2288 1.51479 -2.45095e-06 -2.33107e-05 0
1.07774 0.15 0.2 0 1.23084 1.48138 -2.43887e-06 -3.8596e-05 0
1.07853 0.15 0.2 0 1.23127 1.46165 -2.45014e-06 -3.26578e-05 0
1.07932 0.15 0.2 0 1.23245 1.45968 -2.45852e-06 -3.34485e-05 0
1.08011 0.15 0.2 0 1.23366 1.46918 -2.44235e-06 -3.75914e-05 0
1.08089 0.15 0.2 0 1.23757 1.48135 -2.44154e-06 -2.58547e-05 0
1.08168 0.15 0.2 0 1.23703 1.49792 -2.45112e-06 -4.26085e-05 0
1.08247 0.15 0.2 0 1.23751 1.51492 -2.44321e-06 -3.12405e-05 0
1.08326 0.15 0.2 0 1.23729 1.53029 -2.45307e-06 -3.49573e-05 0
1.08404 0.15 0.2 0 1.23769 1.54623 -2.4456e-06 -3.44203e-05 0
1.08483 0.15 0.2 0 1.23706 1.56145 -2.44618e-06 -3.58249e-05 0
1.08562 0.15 0.2 0 1.23595 1.57585 -2.45264e-06 -3.33355e-05 0
1.0864 0.15 0.2 0 1.23605 1.60419 -2.44567e-06 -3.59189e-05 0
1.08719 0.15 0.2 0 1.23569 1.57137 -2.4432e-06 -3.31893e-05 0
1.08797 0.15 0.2 0 1.23354 1.5102 -2.44791e-06 -3.97e-05 0
1.08875 0.15 0.2 0 1.2299 1.46774 -2.4586e-06 -3.0091e-05 0
1.08954 0.15 0.2 0 1.22885 1.45196 -2.45189e-06 -3.66558e-05 0
1.09032 0.15 0.2 0 1.23028 1.45257 -2.44075e-06 -3.47215e-05 0
1.0911 0.15 0.2 0 1.23093 1.46182 -2.43616e-06 -3.5963e-05 0
1.09189 0.15 0.2 0 1.23198 1.47528 -2.43684e-06 -4.04733e-05 0
1.09267 0.15 0.2 0 1.2371 1.49564 -2.42616e-06 -2.12165e-05 0
1.09345 0.15 0.2 0 1.23527 1.50374 -2.44917e-06 -4.78685e-05 0
1.09423 0.15 0.2 0 1.2377 1.5218 -2.4342e-06 -3.23374e-05 0
1.09501 0.15 0.2 0 1.23874 1.53947 -2.43616e-06 -3.43853e-05 0
1.09579 0.15 0.2 0 1.23965 1.55661 -2.42427e-06 -3.13382e-05 0
1.09657 0.15 0.2 0 1.24162 1.5745 -2.45046e-06 -4.51168e-05 0
1.09735 0.15 0.2 0 1.24336 1.59344 -2.42002e-06 -2.5544e-05 0
1.09813 0.15 0.2 0 1.24489 1.62718 -2.40873e-06 -2.78457e-05 0
1.09891 0.15 0.2 0 1.2448 1.5959 -2.5942e-06 -6.36137e-05 0
1.09969 0.15 0.2 0 1.24332 1.53711 -2.42146e-06 -1.23205e-05 0
1.10046 0.15 0.2 0 1.23907 1.49571 -2.42154e-06 -5.15202e-05 0
1.10124 0.15 0.2 0 1.23878 1.48072 -2.48838e-06 -1.97728e-05 0
1.10202 0.15 0.2 0 1.23834 1.47837 -2.40693e-06 -4.70794e-05 0
1.1028 0.15 0.2 0 1.23836 1.48371 -2.44062e-06 -3.2503e-05 0
1.10357 0.15 0.2 0 1.23934 1.49552 -2.41505e-06 -3.76693e-05 0
1.10435 0.15 0.2 0 1.23914 1.50753 -2.42145e-06 -3.43174e-05 0
1.10512 0.15 0.2 0 1.24056 1.52308 -2.4141e-06 -3.77742e-05 0
1.1059 0.15 0.2 0 1.24191 1.53908 -2.41054e-06 -3.46279e-05 0
1.10667 0.15 0.2 0 1.24373 1.55608 -2.40491e-06 -3.75467e-05 0
1.10745 0.15 0.2 0 1.24493 1.57178 -2.40678e-06 -3.59606e-05 0
1.10822 0.15 0.2 0 1.24626 1.58761 -2.40296e-06 -3.67568e-05 0
1.10899 0.15 0.2 0 1.24752 1.60337 -2.40124e-06 -3.65628e-05 0
1.10977 0.15 0.2 0 1.24849 1.63141 -2.39971e-06 -3.56495e-05 0
1.11054 0.15 0.2 0 1.2492 1.59166 -2.39666e-06 -3.76615e-05 0
1.11131 0.15 0.2 0 1.24693 1.51794 -2.39912e-06 -3.60753e-05 0
1.11208 0.15 0.2 0 1.24314 1.46677 -2.41037e-06 -3.70827e-05 0
1.11285 0.15 0.2 0 1.24163 1.44456 -2.40209e-06 -3.58617e-05 0
1.11363 0.15 0.2 0 1.24216 1.44112 -2.38983e-06 -3.64428e-05 0
1.1144 0.15 0.2 0 1.24272 1.44692 -2.38695e-06 -3.87435e-05 0
1.11517 0.15 0.2 0 1.2445 1.45809 -2.4007e-06 -3.11777e-05 0
1.11594 0.15 0.2 0 1.24455 1.46947 -2.35959e-06 -4.67408e-05 0
1.11671 0.15 0.2 0 1.2455 1.48398 -2.39302e-06 -2.95873e-05 0
1.11747 0.15 0.2 0 1.24725 1.50012 -2.36657e-06 -3.91226e-05 0
1.11824 0.15 0.2 0 1.2484 1.51532 -2.37593e-06 -3.6823e-05 0
1.11901 0.15 0.2 0 1.24978 1.53118 -2.37011e-06 -3.80832e-05 0
1.11978 0.15 0.2 0 1.25032 1.5467 -2.36911e-06 -3.41197e-05 0
1.12055 0.15 0.2 0 1.25323 1.55194 -2.36191e-06 -4.44772e-05 0
1.12131 0.15 0.2 0 1.25218 1.54484 -2.37145e-06 -3.00839e-05 0
1.12208 0.15 0.2 0 1.25257 1.54579 -2.36381e-06 -4.1299e-05 0
1.12285 0.15 0.2 0 1.25219 1.53944 -2.36506e-06 -3.61125e-05 0
1.12361 0.15 0.2 0 1.25238 1.53139 -2.36245e-06 -3.47754e-05 0
1.12438 0.15 0.2 0 1.25143 1.52813 -2.35744e-06 -4.08703e-05 0
1.12514 0.15 0.2 0 1.25105 1.53242 -2.35902e-06 -3.71315e-05 0
1.12591 0.15 0.2 0 1.25164 1.52918 -2.35035e-06 -3.74869e-05 0
1.12667 0.15 0.2 0 1.25148 1.51973 -2.34695e-06 -3.84959e-05 0
1.12744 0.15 0.2 0 1.25084 1.51666 -2.35314e-06 -3.66214e-05 0
1.1282 0.15 0.2 0 1.25112 1.52202 -2.39422e-06 -4.24677e-05 0
1.12896 0.15 0.2 0 1.25165 1.53208 -2.25558e-06 -3.54213e-05 0
1.12973 0.15 0.2 0 1.25333 1.54564 -2.33676e-06 -3.72934e-05 0
1.13049 0.15 0.2 0 1.25448 1.53488 -2.37646e-06 -4.31953e-05 0
1.13125 0.15 0.2 0 1.25429 1.50988 -2.30485e-06 -3.3729e-05 0
1.13201 0.15 0.2 0 1.25318 1.49523 -2.3294e-06 -3.77566e-05 0
1.13277 0.15 0.2 0 1.25382 1.49501 -2.32433e-06 -3.88994e-05 0
1.13354 0.15 0.2 0 1.25493 1.5026 -2.319e-06 -3.82297e-05 0
1.1343 0.15 0.2 0 1.25645 1.50963 -2.32484e-06 -4.23485e-05 0
1.13506 0.15 0.2 0 1.25716 1.51569 -2.30542e-06 -3.2006e-05 0
1.13582 0.15 0.2 0 1.25745 1.52365 -2.32126e-06 -4.21099e-05 0
1.13658 0.15 0.2 0 1.25818 1.53505 -2.30647e-06 -3.83242e-05 0
1.13734 0.15 0.2 0 1.2588 1.54811 -2.32359e-06 -4.14711e-05 0
1.13809 0.15 0.2 0 1.25899 1.56161 -2.29351e-06 -3.5834e-05 0
1.13885 0.15 0.2 0 1.26051 1.57745 -2.30566e-06 -3.86656e-05 0
1.13961 0.15 0.2 0 1.26096 1.60422 -2.30006e-06 -3.93857e-05 0
1.14037 0.15 0.2 0 1.26133 1.55936 -2.29936e-06 -3.83097e-05 0
1.14113 0.15 0.2 0 1.25907 1.47822 -2.30019e-06 -3.99811e-05 0
1.14188 0.15 0.2 0 1.25465 1.46053 -2.31382e-06 -3.78281e-05 0
1.14264 0.15 0.2 0 1.2555 1.5015 -2.30018e-06 -3.86701e-05 0
1.1434 0.15 0.2 0 1.25976 1.54729 -2.27485e-06 -3.84689e-05 0
1.14415 0.15 0.2 0 1.26248 1.60447 -2.27492e-06 -4.10573e-05 0
1.14491 0.15 0.2 0 1.26324 1.5568 -2.28068e-06 -3.89477e-05 0
1.14566 0.15 0.2 0 1.26117 1.46522 -2.28421e-06 -3.99697e-05 0
1.14642 0.15 0.2 0 1.25578 1.36095 -2.29799e-06 -3.8776e-05 0
1.14717 0.15 0.2 0 1.25494 1.40199 -2.28846e-06 -3.70873e-05 0
1.14792 0.15 0.2 0 1.25913 1.45712 -2.2645e-06 -4.24475e-05 0
1.14868 0.15 0.2 0 1.26444 1.47541 -2.2511e-06 -3.78386e-05 0
1.14943 0.15 0.2 0 1.264 1.47748 -2.26322e-06 -4.08979e-05 0
1.15018 0.15 0.2 0 1.26381 1.48213 -2.27184e-06 -3.8684e-05 0
1.15094 0.15 0.2 0 1.26436 1.49169 -2.26139e-06 -3.93546e-05 0
1.15169 0.15 0.2 0 1.26485 1.50384 -2.25787e-06 -3.8331e-05 0
1.15244 0.15 0.2 0 1.26653 1.49881 -2.25098e-06 -3.98375e-05 0
1.15319 0.15 0.2 0 1.26456 1.47931 -2.25975e-06 -4.27724e-05 0
1.15394 0.15 0.2 0 1.26299 1.46793 -2.25854e-06 -3.76818e-05 0
1.1547 0.15 0.2 0 1.2625 1.46922 -2.25411e-06 -4.09459e-05 0
1.15545 0.15 0.2 0 1.26312 1.47906 -2.24072e-06 -4.20934e-05 0
1.1562 0.15 0.2 0 1.26561 1.49352 -2.23814e-06 -3.78001e-05 0
1.15695 0.15 0.2 0 1.26453 1.50586 -2.24273e-06 -4.14998e-05 0
1.15769 0.15 0.2 0 1.2655 1.52181 -2.23845e-06 -3.92856e-05 0
1.15844 0.15 0.2 0 1.26665 1.53862 -2.23126e-06 -3.83075e-05 0
1.15919 0.15 0.2 0 1.26804 1.55607 -2.22838e-06 -4.18682e-05 0
1.15994 0.15 0.2 0 1.26923 1.53224 -2.22545e-06 -4.02316e-05 0
1.16069 0.15 0.2 0 1.2679 1.48133 -2.2282e-06 -4.0908e-05 0
1.16144 0.15 0.2 0 1.26564 1.47088 -2.23483e-06 -3.92708e-05 0
1.16218 0.15 0.2 0 1.26677 1.49752 -2.22643e-06 -4.10846e-05 0
1.16293 0.15 0.2 0 1.26984 1.52887 -2.20895e-06 -3.96062e-05 0
1.16368 0.15 0.2 0 1.27171 1.55382 -2.20615e-06 -4.17908e-05 0
1.16442 0.15 0.2 0 1.27267 1.589 -2.21071e-06 -4.04847e-05 0
1.16517 0.15 0.2 0 1.27344 1.54632 -2.20842e-06 -3.92306e-05 0
1.16591 0.15 0.2 0 1.27068 1.46729 -2.2096e-06 -4.45299e-05 0
1.16666 0.15 0.2 0 1.26626 1.40978 -2.22153e-06 -3.7779e-05 0
1.1674 0.15 0.2 0 1.2648 1.38561 -2.21291e-06 -4.18575e-05 0
1.16815 0.15 0.2 0 1.26571 1.38251 -2.19703e-06 -4.03541e-05 0
1.16889 0.15 0.2 0 1.26691 1.38902 -2.1923e-06 -4.09573e-05 0
1.16964 0.15 0.2 0 1.26813 1.40025 -2.18857e-06 -4.11043e-05 0
1.17038 0.15 0.2 0 1.26923 1.41346 -2.18676e-06 -4.10444e-05 0
1.17112 0.15 0.2 0 1.27044 1.42786 -2.18393e-06 -4.12187e-05 0
1.17187 0.15 0.2 0 1.27151 1.44272 -2.18018e-06 -4.23857e-05 0
1.17261 0.15 0.2 0 1.2734 1.45883 -2.17816e-06 -3.89548e-05 0
1.17335 0.15 0.2 0 1.27335 1.47093 -2.17966e-06 -4.35117e-05 0
1.17409 0.15 0.2 0 1.27404 1.48527 -2.17974e-06 -3.93049e-05 0
1.17483 0.15 0.2 0 1.27523 1.50044 -2.17108e-06 -4.27276e-05 0
1.17557 0.15 0.2 0 1.27614 1.51485 -2.17092e-06 -4.07663e-05 0
1.17631 0.15 0.2 0 1.27694 1.5291 -2.16913e-06 -4.20353e-05 0
1.17705 0.15 0.2 0 1.27751 1.54287 -2.16783e-06 -4.14638e-05 0
1.17779 0.15 0.2 0 1.27795 1.55646 -2.16554e-06 -4.1747e-05 0
1.17853 0.15 0.2 0 1.27828 1.56993 -2.16366e-06 -4.12014e-05 0
1.17927 0.15 0.2 0 1.2788 1.59455 -2.16057e-06 -4.22436e-05 0
1.18001 0.15 0.2 0 1.27901 1.55386 -2.15816e-06 -4.22899e-05 0
1.18075 0.15 0.2 0 1.27675 1.47832 -2.16094e-06 -4.14663e-05 0
1.18149 0.15 0.2 0 1.27243 1.42523 -2.17794e-06 -4.69076e-05 0
1.18223 0.15 0.2 0 1.27117 1.40285 -2.15673e-06 -3.44703e-05 0
1.18296 0.15 0.2 0 1.2716 1.39902 -2.15193e-06 -4.53449e-05 0
1.1837 0.15 0.2 0 1.27274 1.4054 -2.14414e-06 -4.1672e-05 0
1.18444 0.15 0.2 0 1.27447 1.41702 -2.13991e-06 -4.18864e-05 0
1.18517 0.15 0.2 0 1.27605 1.43026 -2.13972e-06 -4.39996e-05 0
1.18591 0.15 0.2 0 1.27715 1.44504 -2.13813e-06 -3.93829e-05 0
1.18665 0.15 0.2 0 1.27902 1.4607 -2.13367e-06 -4.44006e-05 0
1.18738 0.15 0.2 0 1.28043 1.47577 -2.13283e-06 -4.12717e-05 0
1.18812 0.15 0.2 0 1.28189 1.49112 -2.13027e-06 -4.35002e-05 0
1.18885 0.15 0.2 0 1.28324 1.50608 -2.12897e-06 -4.1876e-05 0
1.18959 0.15 0.2 0 1.28426 1.50987 -2.12666e-06 -4.27208e-05 0
1.19032 0.15 0.2 0 1.28462 1.50621 -2.12675e-06 -4.19841e-05 0
1.19105 0.15 0.2 0 1.28409 1.50579 -2.12913e-06 -4.30633e-05 0
1.19179 0.15 0.2 0 1.28338 1.51008 -2.13275e-06 -4.22059e-05 0
1.19252 0.15 0.2 0 1.28359 1.51867 -2.11515e-06 -4.44047e-05 0
1.19325 0.15 0.2 0 1.2834 1.5286 -2.11801e-06 -4.97837e-05 0
1.19399 0.15 0.2 0 1.28405 1.54052 -2.09051e-06 -3.21986e-05 0
1.19472 0.15 0.2 0 1.2825 1.55197 -2.12848e-06 -5.20001e-05 0
1.19545 0.15 0.2 0 1.28594 1.58189 -2.10417e-06 -3.09701e-05 0
1.19618 0.15 0.2 0 1.28364 1.52991 -2.11623e-06 -5.38513e-05 0
1.19691 0.15 0.2 0 1.28261 1.4447 -2.10604e-06 -3.87723e-05 0
1.19764 0.15 0.2 0 1.27737 1.38094 -2.12422e-06 -4.43065e-05 0
1.19838 0.15 0.2 0 1.27671 1.35459 -2.11354e-06 -4.21623e-05 0
1.19911 0.15 0.2 0 1.27854 1.39756 -2.0979e-06 -4.35086e-05 0
1.19984 0.15 0.2 0 1.28322 1.44732 -2.08758e-06 -4.31742e-05 0
1.20057 0.15 0.2 0 1.2882 1.46114 -1.79351e-06 9.15649e-07 0
1.20129 0.15 0.2 0 1.28769 1.45999 -2.38549e-06 -7.88551e-05 0
1.20202 0.15 0.2 0 1.28732 1.46624 -2.09093e-06 -5.46524e-05 0
1.20275 0.15 0.2 0 1.28804 1.47749 -2.02586e-06 -5.42985e-05 0
1.20348 0.15 0.2 0 1.28958 1.48941 -2.15028e-06 -1.74337e-05 0
1.20421 0.15 0.2 0 1.29147 1.50411 -2.05042e-06 -6.53366e-05 0
1.20494 0.15 0.2 0 1.29034 1.48874 -2.07394e-06 -2.97005e-05 0
1.20566 0.15 0.2 0 1.29026 1.44851 -2.03372e-06 -6.24646e-05 0
1.20639 0.15 0.2 0 1.28684 1.42256 -2.11556e-06 -2.01741e-05 0
1.20712 0.15 0.2 0 1.28747 1.41622 -2.02562e-06 -6.03047e-05 0
1.20784 0.15 0.2 0 1.28674 1.4174 -2.06403e-06 -3.9563e-05 0
1.20857 0.15 0.2 0 1.2873 1.42655 -2.04755e-06 -4.52822e-05 0
1.2093 0.15 0.2 0 1.28786 1.43818 -2.04766e-06 -4.42962e-05 0
1.21002 0.15 0.2 0 1.28853 1.44509 -2.04545e-06 -4.42415e-05 0
1.21075 0.15 0.2 0 1.28938 1.44524 -2.04315e-06 -4.57083e-05 0
1.21147 0.15 0.2 0 1.28941 1.44491 -2.04481e-06 -4.13923e-05 0
1.21219 0.15 0.2 0 1.29056 1.45083 -2.04204e-06 -5.3168e-05 0
1.21292 0.15 0.2 0 1.29062 1.45869 -2.04633e-06 -3.72545e-05 0
1.21364 0.15 0.2 0 1.29183 1.47124 -2.04182e-06 -4.87355e-05 0
1.21437 0.15 0.2 0 1.29289 1.485 -2.04257e-06 -4.42445e-05 0
1.21509 0.15 0.2 0 1.29419 1.49989 -2.04202e-06 -4.54458e-05 0
1.21581 0.15 0.2 0 1.29488 1.51439 -2.04519e-06 -4.71776e-05 0
1.21654 0.15 0.2 0 1.29622 1.54396 -2.04156e-06 -4.40154e-05 0
1.21726 0.15 0.2 0 1.29673 1.49669 -2.04287e-06 -4.66684e-05 0
1.21798 0.15 0.2 0 1.29442 1.41101 -2.04922e-06 -4.60791e-05 0
1.2187 0.15 0.2 0 1.28971 1.39294 -2.06494e-06 -4.50086e-05 0
1.21942 0.15 0.2 0 1.29082 1.43788 -2.05402e-06 -4.5954e-05 0
1.22014 0.15 0.2 0 1.2958 1.48747 -2.03163e-06 -4.5382e-05 0
1.22086 0.15 0.2 0 1.29813 1.54524 -2.03699e-06 -4.86256e-05 0
1.22158 0.15 0.2 0 1.29927 1.49495 -2.04352e-06 -4.55349e-05 0
1.2223 0.15 0.2 0 1.29584 1.39573 -2.05339e-06 -4.67945e-05 0
1.22302 0.15 0.2 0 1.29039 1.37598 -2.07038e-06 -4.55256e-05 0
1.22374 0.15 0.2 0 1.29192 1.42928 -2.05631e-06 -4.61626e-05 0
1.22446 0.15 0.2 0 1.29784 1.5244 -2.02915e-06 -4.75457e-05 0
1.22518 0.15 0.2 0 1.30074 1.4858 -2.0327e-06 -4.712e-05 0
1.2259 0.15 0.2 0 1.29756 1.42987 -2.05146e-06 -3.48114e-05 0
1.22662 0.15 0.2 0 1.29371 1.41929 -2.07043e-06 -8.53718e-05 0
1.22734 0.15 0.2 0 1.28819 1.4399 -2.0635e-06 2.40366e-06 0
1.22805 0.15 0.2 0 1.29136 1.47494 -2.04931e-06 -7.75379e-05 0
1.22877 0.15 0.2 0 1.29512 1.50546 -2.02722e-06 -3.77792e-05 0
1.22949 0.15 0.2 0 1.29551 1.49362 -2.04423e-06 -5.07081e-05 0
1.23021 0.15 0.2 0 1.29482 1.45983 -2.04635e-06 -4.65411e-05 0
1.23092 0.15 0.2 0 1.29332 1.4394 -2.05035e-06 -4.73878e-05 0
1.23164 0.15 0.2 0 1.29447 1.45652 -2.04337e-06 -5.09721e-05 0
1.23235 0.15 0.2 0 1.29747 1.49639 -2.03492e-06 -4.35425e-05 0
1.23307 0.15 0.2 0 1.30166 1.53504 -2.02867e-06 -4.85326e-05 0
1.23378 0.15 0.2 0 1.30445 1.56551 -2.03548e-06 -4.61753e-05 0
1.2345 0.15 0.2 0 1.30584 1.58924 -2.03528e-06 -4.87497e-05 0
1.23521 0.15 0.2 0 1.30717 1.6275 -2.02586e-06 -4.96353e-05 0
1.23593 0.15 0.2 0 1.30847 1.58074 -2.03023e-06 -4.862e-05 0
1.23664 0.15 0.2 0 1.30541 1.49102 -2.03882e-06 -4.84951e-05 0
1.23736 0.15 0.2 0 1.29977 1.42664 -2.05043e-06 -4.79257e-05 0
1.23807 0.15 0.2 0 1.29784 1.38587 -2.04235e-06 -4.84325e-05 0
1.23878 0.15 0.2 0 1.29813 1.43859 -2.02968e-06 -4.66801e-05 0
1.2395 0.15 0.2 0 1.3005 1.53319 -2.01576e-06 -4.47097e-05 0
1.24021 0.15 0.2 0 1.30916 1.54715 -1.99717e-06 -6.21152e-05 0
1.24092 0.15 0.2 0 1.30451 1.49835 -2.02725e-06 -3.77853e-05 0
1.24163 0.15 0.2 0 1.30099 1.48857 -2.03258e-06 -5.37081e-05 0
1.24234 0.15 0.2 0 1.30106 1.52336 -2.02845e-06 -4.50791e-05 0
1.24306 0.15 0.2 0 1.30418 1.56263 -2.00275e-06 -5.46554e-05 0
1.24377 0.15 0.2 0 1.30778 1.59461 -2.00036e-06 -4.22296e-05 0
1.24448 0.15 0.2 0 1.30829 1.6359 -2.00419e-06 -5.29409e-05 0
1.24519 0.15 0.2 0 1.30974 1.58904 -2.00337e-06 -5.06239e-05 0
1.2459 0.15 0.2 0 1.30663 1.49686 -2.01157e-06 -5.04339e-05 0
1.24661 0.15 0.2 0 1.30068 1.43035 -2.02112e-06 -4.34939e-05 0
1.24732 0.15 0.2 0 1.29915 1.39328 -2.01578e-06 -5.47259e-05 0
1.24803 0.15 0.2 0 1.30066 1.45124 -1.99602e-06 -4.6671e-05 0
1.24874 0.15 0.2 0 1.30441 1.51 -1.98205e-06 -5.01166e-05 0
1.24944 0.15 0.2 0 1.31108 1.52814 -1.97163e-06 -5.09608e-05 0
1.25015 0.15 0.2 0 1.30826 1.52543 -1.99727e-06 -4.9973e-05 0
1.25086 0.15 0.2 0 1.30848 1.53136 -1.99317e-06 -4.93428e-05 0
1.25157 0.15 0.2 0 1.30924 1.54146 -1.98371e-06 -4.95241e-05 0
1.25228 0.15 0.2 0 1.31025 1.54053 -1.98109e-06 -5.03057e-05 0
1.25298 0.15 0.2 0 1.31073 1.53282 -1.97791e-06 -5.0471e-05 0
1.25369 0.15 0.2 0 1.31051 1.53071 -1.97883e-06 -5.05029e-05 0
1.2544 0.15 0.2 0 1.31042 1.53514 -1.97809e-06 -5.09877e-05 0
1.2551 0.15 0.2 0 1.31093 1.54396 -1.97315e-06 -4.84254e-05 0
1.25581 0.15 0.2 0 1.31183 1.55596 -1.96531e-06 -5.70446e-05 0
1.25652 0.15 0.2 0 1.31234 1.56977 -1.9651e-06 -4.38994e-05 0
1.25722 0.15 0.2 0 1.31231 1.5828 -1.9678e-06 -5.38992e-05 0
1.25793 0.15 0.2 0 1.31336 1.59748 -1.95727e-06 -4.86523e-05 0
1.25863 0.15 0.2 0 1.31358 1.57016 -1.95497e-06 -5.16372e-05 0
1.25934 0.15 0.2 0 1.3116 1.51652 -1.95943e-06 -5.13288e-05 0
1.26004 0.15 0.2 0 1.30866 1.48015 -1.96255e-06 -5.06957e-05 0
1.26075 0.15 0.2 0 1.30844 1.46759 -1.95518e-06 -5.05129e-05 0
1.26145 0.15 0.2 0 1.30911 1.46849 -1.94664e-06 -5.07659e-05 0
1.26215 0.15 0.2 0 1.31061 1.49617 -1.94283e-06 -5.16644e-05 0
1.26286 0.15 0.2 0 1.31324 1.52146 -1.93653e-06 -5.12172e-05 0
1.26356 0.15 0.2 0 1.31406 1.52782 -1.89387e-06 -6.06325e-05 0
1.26426 0.15 0.2 0 1.31546 1.53233 -1.99396e-06 -3.2142e-05 0
1.26496 0.15 0.2 0 1.31618 1.53928 -1.89636e-06 -6.48598e-05 0
1.26567 0.15 0.2 0 1.31563 1.54797 -1.96214e-06 -4.85568e-05 0
1.26637 0.15 0.2 0 1.31736 1.5624 -1.91799e-06 -5.1388e-05 0
1.26707 0.15 0.2 0 1.3181 1.55091 -1.92837e-06 -5.1828e-05 0
1.26777 0.15 0.2 0 1.31758 1.52382 -1.92629e-06 -5.22027e-05 0
1.26847 0.15 0.2 0 1.3158 1.50648 -1.90674e-06 -5.28962e-05 0
1.26917 0.15 0.2 0 1.316 1.50305 -1.92802e-06 -5.30118e-05 0
1.26987 0.15 0.2 0 1.31601 1.50882 -1.92072e-06 -4.94191e-05 0
1.27057 0.15 0.2 0 1.31677 1.51878 -1.91609e-06 -5.42986e-05 0
1.27127 0.15 0.2 0 1.31769 1.53077 -1.9105e-06 -4.63305e-05 0
1.27197 0.15 0.2 0 1.31813 1.54358 -1.90652e-06 -5.69987e-05 0
1.27267 0.15 0.2 0 1.31882 1.55704 -1.91013e-06 -5.12913e-05 0
1.27337 0.15 0.2 0 1.31958 1.57105 -1.90289e-06 -5.17129e-05 0
1.27407 0.15 0.2 0 1.32061 1.58578 -1.90104e-06 -5.35893e-05 0
1.27477 0.15 0.2 0 1.32142 1.60009 -1.89979e-06 -5.1547e-05 0
1.27547 0.15 0.2 0 1.32152 1.62857 -1.89166e-06 -6.04214e-05 0
1.27617 0.15 0.2 0 1.32289 1.58408 -1.90356e-06 -4.27383e-05 0
1.27686 0.15 0.2 0 1.32095 1.50003 -1.8906e-06 -5.57581e-05 0
1.27756 0.15 0.2 0 1.31562 1.43814 -1.91196e-06 -5.21792e-05 0
1.27826 0.15 0.2 0 1.31456 1.41183 -1.90088e-06 -5.27944e-05 0
1.27896 0.15 0.2 0 1.31587 1.45327 -1.88754e-06 -5.25547e-05 0
1.27965 0.15 0.2 0 1.31998 1.53508 -1.87961e-06 -5.28792e-05 0
1.28035 0.15 0.2 0 1.32567 1.64675 -1.86722e-06 -5.37129e-05 0
1.28104 0.15 0.2 0 1.32785 1.60015 -1.87047e-06 -5.3569e-05 0
1.28174 0.15 0.2 0 1.3253 1.53489 -1.88587e-06 -5.37783e-05 0
1.28244 0.15 0.2 0 1.3204 1.5195 -1.89841e-06 -5.16112e-05 0
1.28313 0.15 0.2 0 1.3226 1.53224 -1.87909e-06 -5.36527e-05 0
1.28383 0.15 0.2 0 1.32422 1.54806 -1.86632e-06 -5.264e-05 0
1.28452 0.15 0.2 0 1.32604 1.56463 -1.86799e-06 -5.44421e-05 0
