# 1:t 2:x 3:y 4:z 5:P 6:Pmac 7:U 8:V 9:T
1.05304 0.25 0.2 0 0.759892 1.12233 8.0018e-07 4.93989e-06 0
1.05385 0.25 0.2 0 0.757044 1.09058 7.34775e-07 3.57141e-06 0
1.05465 0.25 0.2 0 0.756388 1.08089 7.54138e-07 5.72013e-06 0
1.05545 0.25 0.2 0 0.755902 1.08227 7.00395e-07 2.25358e-06 0
1.05625 0.25 0.2 0 0.75656 1.09021 8.2762e-07 8.79672e-06 0
1.05706 0.25 0.2 0 0.756597 1.10272 7.12554e-07 -2.48206e-06 0
1.05786 0.25 0.2 0 0.756449 1.11199 7.87375e-07 8.76006e-06 0
1.05866 0.25 0.2 0 0.756889 1.12593 7.37078e-07 3.51925e-06 0
1.05946 0.25 0.2 0 0.757453 1.1401 7.73094e-07 4.4324e-06 0
1.06026 0.25 0.2 0 0.757855 1.1398 7.41443e-07 3.01793e-06 0
1.06106 0.25 0.2 0 0.758186 1.13906 7.75101e-07 4.51959e-06 0
1.06186 0.25 0.2 0 0.757903 1.14233 7.68478e-07 4.38046e-06 0
1.06265 0.25 0.2 0 0.757505 1.15119 7.07435e-07 3.44817e-06 0
1.06345 0.25 0.2 0 0.757845 1.16184 8.10124e-07 5.4629e-06 0
1.06425 0.25 0.2 0 0.757881 1.17445 7.25126e-07 3.81364e-06 0
1.06505 0.25 0.2 0 0.758058 1.19849 7.88192e-07 4.22155e-06 0
1.06584 0.25 0.2 0 0.757815 1.1429 7.47455e-07 4.37636e-06 0
1.06664 0.25 0.2 0 0.755234 1.08244 8.19057e-07 3.5481e-06 0
1.06743 0.25 0.2 0 0.752132 1.0497 7.41901e-07 4.33972e-06 0
1.06823 0.25 0.2 0 0.751628 1.04043 7.45418e-07 4.97673e-06 0
1.06902 0.25 0.2 0 0.751504 1.04227 7.74078e-07 2.68173e-06 0
1.06982 0.25 0.2 0 0.751888 1.05087 7.52089e-07 5.21269e-06 0
1.07061 0.25 0.2 0 0.752341 1.06262 5.35675e-07 4.73887e-05 0
1.07141 0.25 0.2 0 0.754876 1.07687 9.37902e-07 -0.000113866 0
1.0722 0.25 0.2 0 0.746678 1.08544 1.01008e-06 0.000134582 0
1.07299 0.25 0.2 0 0.743688 1.1042 5.37201e-07 -6.59613e-05 0
1.07378 0.25 0.2 0 0.743669 1.12852 8.76009e-07 2.08707e-05 0
1.07458 0.25 0.2 0 0.74507 1.15357 5.61763e-07 -2.87472e-06 0
1.07537 0.25 0.2 0 0.748134 1.18 1.0184e-06 1.09415e-05 0
1.07616 0.25 0.2 0 0.748728 1.22461 6.19145e-07 -2.00035e-06 0
1.07695 0.25 0.2 0 0.751546 1.19536 7.94648e-07 1.05385e-05 0
1.07774 0.25 0.2 0 0.752198 1.16091 7.75911e-07 1.5967e-06 0
1.07853 0.25 0.2 0 0.751979 1.14745 7.47053e-07 6.89245e-06 0
1.07932 0.25 0.2 0 0.753649 1.15161 7.21996e-07 1.52327e-06 0
1.08011 0.25 0.2 0 0.754752 1.16286 7.4199e-07 3.10901e-06 0
1.08089 0.25 0.2 0 0.756008 1.17699 8.17224e-07 7.23647e-06 0
1.08168 0.25 0.2 0 0.756721 1.19274 6.8778e-07 1.37586e-06 0
1.08247 0.25 0.2 0 0.755362 1.20867 8.21372e-07 4.60353e-06 0
1.08326 0.25 0.2 0 0.755621 1.2255 7.18624e-07 4.63946e-06 0
1.08404 0.25 0.2 0 0.755244 1.24023 7.87479e-07 3.86982e-06 0
1.08483 0.25 0.2 0 0.75348 1.25519 7.77142e-07 3.54829e-06 0
1.08562 0.25 0.2 0 0.752687 1.27 7.40873e-07 4.46868e-06 0
1.0864 0.25 0.2 0 0.752015 1.29697 7.85431e-07 3.04896e-06 0
1.08719 0.25 0.2 0 0.750898 1.24075 7.68197e-07 7.17712e-06 0
1.08797 0.25 0.2 0 0.747454 1.17894 8.02652e-07 -2.72191e-06 0
1.08875 0.25 0.2 0 0.744139 1.14642 7.49138e-07 1.07369e-05 0
1.08954 0.25 0.2 0 0.743191 1.13767 7.60628e-07 1.42359e-06 0
1.09032 0.25 0.2 0 0.744062 1.14093 7.61055e-07 4.44733e-06 0
1.0911 0.25 0.2 0 0.74332 1.15094 7.87056e-07 3.14145e-06 0
1.09189 0.25 0.2 0 0.745555 1.16606 5.60915e-07 -8.93382e-07 0
1.09267 0.25 0.2 0 0.746669 1.18049 1.04411e-06 1.71409e-05 0
1.09345 0.25 0.2 0 0.746667 1.19496 6.00024e-07 -5.64504e-06 0
1.09423 0.25 0.2 0 0.748017 1.21203 8.21401e-07 5.49192e-06 0
1.09501 0.25 0.2 0 0.748658 1.23014 7.50333e-07 3.36383e-06 0
1.09579 0.25 0.2 0 0.749711 1.24687 8.23486e-07 1.20559e-06 0
1.09657 0.25 0.2 0 0.750003 1.26473 6.439e-07 9.66136e-06 0
1.09735 0.25 0.2 0 0.752096 1.28345 8.26743e-07 -2.56344e-06 0
1.09813 0.25 0.2 0 0.751291 1.31502 7.31486e-07 6.03227e-06 0
1.09891 0.25 0.2 0 0.751987 1.26343 7.86657e-07 1.4281e-06 0
1.09969 0.25 0.2 0 0.748897 1.20407 8.11805e-07 1.04722e-05 0
1.10046 0.25 0.2 0 0.745939 1.17197 8.51624e-07 5.62649e-06 0
1.10124 0.25 0.2 0 0.743793 1.16088 6.3011e-07 -1.0717e-05 0
1.10202 0.25 0.2 0 0.743478 1.1635 8.30543e-07 1.76449e-05 0
1.1028 0.25 0.2 0 0.74345 1.17106 7.30012e-07 -4.78652e-07 0
1.10357 0.25 0.2 0 0.743021 1.18245 8.00861e-07 2.63968e-06 0
1.10435 0.25 0.2 0 0.742639 1.19491 7.45817e-07 5.48254e-06 0
1.10512 0.25 0.2 0 0.74343 1.21061 7.72199e-07 1.70956e-06 0
1.1059 0.25 0.2 0 0.744475 1.22652 7.5427e-07 5.67188e-06 0
1.10667 0.25 0.2 0 0.745252 1.24248 7.79459e-07 1.80498e-06 0
1.10745 0.25 0.2 0 0.746116 1.25815 7.56945e-07 4.47646e-06 0
1.10822 0.25 0.2 0 0.746819 1.27348 7.68969e-07 2.64631e-06 0
1.10899 0.25 0.2 0 0.747544 1.28895 7.68345e-07 4.58456e-06 0
1.10977 0.25 0.2 0 0.74792 1.31587 7.64094e-07 4.28792e-06 0
1.11054 0.25 0.2 0 0.74788 1.24965 8.26424e-07 1.11335e-06 0
1.11131 0.25 0.2 0 0.744403 1.1758 7.57397e-07 6.59858e-06 0
1.11208 0.25 0.2 0 0.74076 1.13511 7.95536e-07 1.55146e-06 0
1.11285 0.25 0.2 0 0.739648 1.12199 7.43459e-07 4.76155e-06 0
1.11363 0.25 0.2 0 0.739263 1.12105 7.9996e-07 4.22682e-06 0
1.1144 0.25 0.2 0 0.739294 1.1262 7.52405e-07 9.48394e-07 0
1.11517 0.25 0.2 0 0.739329 1.13913 7.44438e-07 -1.3474e-07 0
1.11594 0.25 0.2 0 0.740177 1.15271 8.27777e-07 1.23634e-05 0
1.11671 0.25 0.2 0 0.740315 1.16615 7.27421e-07 -1.62554e-06 0
1.11747 0.25 0.2 0 0.741123 1.18152 7.96727e-07 4.65883e-06 0
1.11824 0.25 0.2 0 0.741882 1.19689 7.53093e-07 3.08498e-06 0
1.11901 0.25 0.2 0 0.742687 1.2124 7.71125e-07 2.47119e-06 0
1.11978 0.25 0.2 0 0.743169 1.22765 7.51134e-07 5.59621e-06 0
1.12055 0.25 0.2 0 0.744145 1.22548 8.08566e-07 -1.74505e-07 0
1.12131 0.25 0.2 0 0.743707 1.21992 7.37338e-07 6.9944e-06 0
1.12208 0.25 0.2 0 0.743027 1.22157 7.98653e-07 1.11755e-06 0
1.12285 0.25 0.2 0 0.742481 1.21168 7.51384e-07 4.27124e-06 0
1.12361 0.25 0.2 0 0.741385 1.20311 7.95154e-07 -8.60997e-08 0
1.12438 0.25 0.2 0 0.74034 1.20336 7.70416e-07 5.82025e-06 0
1.12514 0.25 0.2 0 0.739916 1.21006 7.63971e-07 3.22711e-06 0
1.12591 0.25 0.2 0 0.739868 1.20055 8.05186e-07 3.36786e-06 0
1.12667 0.25 0.2 0 0.738419 1.19066 7.70251e-07 2.18739e-06 0
1.12744 0.25 0.2 0 0.737953 1.1912 7.71972e-07 4.33991e-06 0
1.1282 0.25 0.2 0 0.737768 1.19804 7.68813e-07 2.49821e-06 0
1.12896 0.25 0.2 0 0.738136 1.20918 7.80817e-07 5.86027e-06 0
1.12973 0.25 0.2 0 0.738539 1.22269 7.7169e-07 -8.10202e-07 0
1.13049 0.25 0.2 0 0.738966 1.20021 7.75451e-07 7.6064e-06 0
1.13125 0.25 0.2 0 0.737999 1.17474 8.01882e-07 -4.44588e-06 0
1.13201 0.25 0.2 0 0.736871 1.16451 7.54778e-07 9.9387e-06 0
1.13277 0.25 0.2 0 0.737136 1.16723 7.74976e-07 9.55542e-07 0
1.13354 0.25 0.2 0 0.737556 1.17612 7.79855e-07 3.16409e-06 0
1.1343 0.25 0.2 0 0.737917 1.1815 7.3787e-07 5.85624e-06 0
1.13506 0.25 0.2 0 0.738745 1.18822 8.19916e-07 -3.04808e-06 0
1.13582 0.25 0.2 0 0.738389 1.19719 7.68405e-07 6.50772e-06 0
1.13658 0.25 0.2 0 0.738389 1.20871 7.83382e-07 2.1695e-06 0
1.13734 0.25 0.2 0 0.738742 1.22221 7.36079e-07 5.19639e-06 0
1.13809 0.25 0.2 0 0.738932 1.23625 8.25806e-07 1.82294e-06 0
1.13885 0.25 0.2 0 0.738994 1.25058 7.84733e-07 1.89725e-06 0
1.13961 0.25 0.2 0 0.739101 1.27677 7.71112e-07 2.67807e-06 0
1.14037 0.25 0.2 0 0.738802 1.20304 7.90002e-07 3.46371e-06 0
1.14113 0.25 0.2 0 0.734982 1.1212 8.29882e-07 1.8715e-06 0
1.14188 0.25 0.2 0 0.731222 1.13558 7.55777e-07 4.24775e-06 0
1.14264 0.25 0.2 0 0.733131 1.18614 7.23313e-07 2.71303e-06 0
1.1434 0.25 0.2 0 0.7359 1.22729 8.09931e-07 3.54453e-06 0
1.14415 0.25 0.2 0 0.736846 1.27655 7.91942e-07 5.16637e-08 0
1.14491 0.25 0.2 0 0.737346 1.19537 7.64298e-07 4.48273e-06 0
1.14566 0.25 0.2 0 0.733539 1.10226 8.53778e-07 6.49821e-07 0
1.14642 0.25 0.2 0 0.728822 1.0191 7.44053e-07 4.50419e-06 0
1.14717 0.25 0.2 0 0.728879 1.095 7.08634e-07 2.72562e-06 0
1.14792 0.25 0.2 0 0.733123 1.13377 7.78155e-07 3.02344e-06 0
1.14868 0.25 0.2 0 0.735525 1.14038 8.3598e-07 1.51344e-06 0
1.14943 0.25 0.2 0 0.734145 1.14116 7.71194e-07 1.57095e-06 0
1.15018 0.25 0.2 0 0.734546 1.14875 7.6436e-07 5.22029e-06 0
1.15094 0.25 0.2 0 0.734373 1.15866 7.91199e-07 9.90782e-07 0
1.15169 0.25 0.2 0 0.734908 1.17157 7.31722e-07 5.53705e-06 0
1.15244 0.25 0.2 0 0.734649 1.15601 8.83563e-07 4.93636e-06 0
1.15319 0.25 0.2 0 0.732691 1.13566 7.53194e-07 -4.13515e-06 0
1.15394 0.25 0.2 0 0.730689 1.12905 8.07365e-07 5.08828e-06 0
1.1547 0.25 0.2 0 0.730429 1.13424 7.90856e-07 7.92536e-07 0
1.15545 0.25 0.2 0 0.730558 1.14457 7.01587e-07 1.43579e-06 0
1.1562 0.25 0.2 0 0.731198 1.15866 9.16301e-07 -3.137e-07 0
1.15695 0.25 0.2 0 0.730239 1.17148 7.18218e-07 6.12878e-06 0
1.15769 0.25 0.2 0 0.730907 1.18805 7.93693e-07 1.85097e-06 0
1.15844 0.25 0.2 0 0.731403 1.2044 7.88834e-07 4.76921e-06 0
1.15919 0.25 0.2 0 0.73221 1.22128 7.59766e-07 1.44391e-07 0
1.15994 0.25 0.2 0 0.732432 1.17633 8.18961e-07 2.45498e-06 0
1.16069 0.25 0.2 0 0.730085 1.1251 7.93413e-07 2.20124e-06 0
1.16144 0.25 0.2 0 0.728175 1.13433 7.78028e-07 1.8494e-06 0
1.16218 0.25 0.2 0 0.729605 1.16747 7.57849e-07 2.63041e-06 0
1.16293 0.25 0.2 0 0.731484 1.19643 8.00215e-07 2.83436e-06 0
1.16368 0.25 0.2 0 0.732244 1.21823 7.93719e-07 3.73552e-07 0
1.16442 0.25 0.2 0 0.732758 1.25115 7.8092e-07 2.57457e-06 0
1.16517 0.25 0.2 0 0.732634 1.17961 8.05754e-07 3.0297e-06 0
1.16591 0.25 0.2 0 0.728888 1.09964 8.22025e-07 -1.11276e-06 0
1.16666 0.25 0.2 0 0.724627 1.05623 7.90814e-07 4.76707e-06 0
1.1674 0.25 0.2 0 0.723824 1.03967 7.61509e-07 8.52155e-07 0
1.16815 0.25 0.2 0 0.723654 1.03949 8.09326e-07 2.34162e-06 0
1.16889 0.25 0.2 0 0.724103 1.04781 7.85884e-07 1.94335e-06 0
1.16964 0.25 0.2 0 0.724583 1.05949 7.92628e-07 1.73661e-06 0
1.17038 0.25 0.2 0 0.725146 1.07296 7.85036e-07 1.83653e-06 0
1.17112 0.25 0.2 0 0.72584 1.08734 7.85892e-07 1.69646e-06 0
1.17187 0.25 0.2 0 0.726557 1.10195 7.41777e-07 3.8933e-07 0
1.17261 0.25 0.2 0 0.727189 1.11623 8.61637e-07 3.64311e-06 0
1.17335 0.25 0.2 0 0.726906 1.12933 7.49967e-07 3.19874e-07 0
1.17409 0.25 0.2 0 0.727537 1.14448 7.95648e-07 3.35156e-06 0
1.17483 0.25 0.2 0 0.727891 1.15853 7.93648e-07 1.27036e-07 0
1.17557 0.25 0.2 0 0.728226 1.17257 7.91794e-07 2.46545e-06 0
1.17631 0.25 0.2 0 0.728428 1.1864 7.93759e-07 9.29699e-07 0
1.17705 0.25 0.2 0 0.728464 1.19992 7.955e-07 1.65018e-06 0
1.17779 0.25 0.2 0 0.72838 1.21324 7.85622e-07 1.27143e-06 0
1.17853 0.25 0.2 0 0.728253 1.22682 7.96694e-07 1.97792e-06 0
1.17927 0.25 0.2 0 0.728108 1.24994 7.96321e-07 1.17156e-06 0
1.18001 0.25 0.2 0 0.72768 1.18192 8.05561e-07 8.26267e-07 0
1.18075 0.25 0.2 0 0.723994 1.10685 8.43506e-07 1.78182e-06 0
1.18149 0.25 0.2 0 0.719751 1.06451 7.82781e-07 1.80393e-06 0
1.18223 0.25 0.2 0 0.718887 1.05054 7.84434e-07 2.89683e-06 0
1.18296 0.25 0.2 0 0.718667 1.05017 8.19678e-07 -1.52402e-07 0
1.1837 0.25 0.2 0 0.719235 1.05809 7.67023e-07 1.19578e-06 0
1.18444 0.25 0.2 0 0.720052 1.06992 8.08091e-07 1.39561e-06 0
1.18517 0.25 0.2 0 0.720884 1.08407 8.01131e-07 -7.58246e-07 0
1.18591 0.25 0.2 0 0.721865 1.09857 7.77054e-07 4.59318e-06 0
1.18665 0.25 0.2 0 0.722875 1.11349 8.0803e-07 -1.43222e-06 0
1.18738 0.25 0.2 0 0.723842 1.12856 7.91572e-07 2.49953e-06 0
1.18812 0.25 0.2 0 0.724729 1.14348 7.88816e-07 -4.1652e-07 0
1.18885 0.25 0.2 0 0.725493 1.15801 8.04326e-07 1.75186e-06 0
1.18959 0.25 0.2 0 0.725935 1.15619 7.91738e-07 1.14007e-06 0
1.19032 0.25 0.2 0 0.725564 1.15194 8.08111e-07 2.36565e-06 0
1.19105 0.25 0.2 0 0.724578 1.15352 7.98601e-07 -2.11532e-06 0
1.19179 0.25 0.2 0 0.723802 1.16025 8.008e-07 3.85896e-06 0
1.19252 0.25 0.2 0 0.723075 1.16769 8.20232e-07 -9.04949e-07 0
1.19325 0.25 0.2 0 0.722652 1.17858 7.82717e-07 -7.96782e-07 0
1.19399 0.25 0.2 0 0.72186 1.18997 8.3375e-07 6.17848e-06 0
1.19472 0.25 0.2 0 0.721586 1.20232 7.44557e-07 -5.05049e-06 0
1.19545 0.25 0.2 0 0.721767 1.23035 8.90126e-07 6.79923e-06 0
1.19618 0.25 0.2 0 0.721287 1.15045 7.2234e-07 -4.77691e-06 0
1.19691 0.25 0.2 0 0.717417 1.06178 9.04938e-07 2.58673e-06 0
1.19764 0.25 0.2 0 0.713133 1.01189 7.54788e-07 7.44801e-07 0
1.19838 0.25 0.2 0 0.712885 0.995235 7.97968e-07 9.2772e-07 0
1.19911 0.25 0.2 0 0.714021 1.06538 7.98071e-07 4.51937e-07 0
1.19984 0.25 0.2 0 0.718437 1.09977 7.68119e-07 7.8639e-07 0
1.20057 0.25 0.2 0 0.720611 1.10387 8.46834e-07 -5.75634e-07 0
1.20129 0.25 0.2 0 0.719708 1.10659 8.00189e-07 4.53351e-06 0
1.20202 0.25 0.2 0 0.720182 1.11496 7.71243e-07 -4.65155e-06 0
1.20275 0.25 0.2 0 0.720692 1.12617 8.17128e-07 4.73208e-07 0
1.20348 0.25 0.2 0 0.721283 1.13927 7.99589e-07 7.67707e-06 0
1.20421 0.25 0.2 0 0.721792 1.1535 8.07312e-07 -1.04396e-05 0
1.20494 0.25 0.2 0 0.72148 1.12042 7.7693e-07 8.63127e-06 0
1.20566 0.25 0.2 0 0.719363 1.08157 8.22872e-07 -3.16063e-06 0
1.20639 0.25 0.2 0 0.716903 1.06263 7.86387e-07 2.42192e-06 0
1.20712 0.25 0.2 0 0.716032 1.05928 8.53685e-07 -2.95727e-06 0
1.20784 0.25 0.2 0 0.715434 1.06407 7.85168e-07 2.24641e-06 0
1.20857 0.25 0.2 0 0.715123 1.07359 8.21139e-07 -9.35057e-07 0
1.2093 0.25 0.2 0 0.715097 1.08528 8.06097e-07 2.47782e-07 0
1.21002 0.25 0.2 0 0.715337 1.08918 8.02133e-07 4.01004e-07 0
1.21075 0.25 0.2 0 0.715401 1.08674 8.24728e-07 -9.58323e-07 0
1.21147 0.25 0.2 0 0.715163 1.08735 7.86125e-07 4.5799e-06 0
1.21219 0.25 0.2 0 0.715249 1.09383 8.41206e-07 -1.08733e-05 0
1.21292 0.25 0.2 0 0.71537 1.10376 7.88445e-07 1.02786e-05 0
1.21364 0.25 0.2 0 0.715807 1.11621 8.14431e-07 -4.69434e-06 0
1.21437 0.25 0.2 0 0.716438 1.1302 8.03393e-07 8.95434e-07 0
1.21509 0.25 0.2 0 0.716857 1.14475 8.22444e-07 2.75428e-07 0
1.21581 0.25 0.2 0 0.717384 1.15952 7.89413e-07 -1.82792e-06 0
1.21654 0.25 0.2 0 0.717878 1.18808 8.23399e-07 9.40726e-07 0
1.21726 0.25 0.2 0 0.717743 1.11056 8.10942e-07 -1.10968e-06 0
1.21798 0.25 0.2 0 0.713849 1.02411 8.64079e-07 -6.55805e-07 0
1.2187 0.25 0.2 0 0.709946 1.04055 7.724e-07 6.20506e-07 0
1.21942 0.25 0.2 0 0.712314 1.09554 7.81146e-07 -2.59008e-07 0
1.22014 0.25 0.2 0 0.715195 1.13874 8.36167e-07 -4.318e-07 0
1.22086 0.25 0.2 0 0.71638 1.18896 8.05568e-07 -3.11661e-06 0
1.22158 0.25 0.2 0 0.716518 1.1024 8.30752e-07 1.10608e-06 0
1.2223 0.25 0.2 0 0.711824 1.00268 8.56232e-07 -1.22552e-06 0
1.22302 0.25 0.2 0 0.707425 1.02315 7.82032e-07 6.2657e-07 0
1.22374 0.25 0.2 0 0.710368 1.08776 7.57493e-07 -9.25729e-07 0
1.22446 0.25 0.2 0 0.714253 1.17081 8.52288e-07 -1.5491e-06 0
1.22518 0.25 0.2 0 0.715344 1.09416 8.22784e-07 -5.18171e-07 0
1.2259 0.25 0.2 0 0.710305 1.05307 9.21669e-07 2.28642e-05 0
1.22662 0.25 0.2 0 0.70745 1.06328 8.29514e-07 -7.43343e-05 0
1.22734 0.25 0.2 0 0.702796 1.08854 7.15334e-07 8.88971e-05 0
1.22805 0.25 0.2 0 0.706452 1.12217 8.09738e-07 -4.97354e-05 0
1.22877 0.25 0.2 0 0.707191 1.14616 8.67421e-07 9.61756e-06 0
1.22949 0.25 0.2 0 0.707205 1.11725 7.95899e-07 -3.20399e-06 0
1.23021 0.25 0.2 0 0.705675 1.08294 8.45713e-07 -4.00749e-07 0
1.23092 0.25 0.2 0 0.704501 1.06959 7.92646e-07 -6.50223e-07 0
1.23164 0.25 0.2 0 0.70549 1.10006 8.06132e-07 -7.99914e-06 0
1.23235 0.25 0.2 0 0.707994 1.14188 8.04255e-07 6.73741e-06 0
1.23307 0.25 0.2 0 0.711317 1.17762 8.14712e-07 -2.46185e-06 0
1.23378 0.25 0.2 0 0.712999 1.20465 8.01674e-07 -1.14978e-06 0
1.2345 0.25 0.2 0 0.714483 1.2278 8.3883e-07 -7.06844e-06 0
1.23521 0.25 0.2 0 0.71486 1.26298 7.89747e-07 5.38028e-06 0
1.23593 0.25 0.2 0 0.715027 1.18382 8.47993e-07 -3.33087e-06 0
1.23664 0.25 0.2 0 0.71067 1.0939 8.62838e-07 -2.41159e-06 0
1.23736 0.25 0.2 0 0.705687 1.043 8.07189e-07 -1.62521e-06 0
1.23807 0.25 0.2 0 0.70417 1.01553 8.10362e-07 1.30946e-07 0
1.23878 0.25 0.2 0 0.70403 1.0967 8.27893e-07 -1.39832e-06 0
1.2395 0.25 0.2 0 0.707447 1.19241 7.55496e-07 1.07159e-06 0
1.24021 0.25 0.2 0 0.710934 1.1671 9.47526e-07 -1.06328e-05 0
1.24092 0.25 0.2 0 0.70692 1.10835 7.86202e-07 4.61255e-06 0
1.24163 0.25 0.2 0 0.703354 1.12253 8.20538e-07 -3.45797e-06 0
1.24234 0.25 0.2 0 0.704721 1.16599 7.99979e-07 -1.70155e-07 0
1.24306 0.25 0.2 0 0.707036 1.20162 7.65506e-07 -6.32777e-06 0
1.24377 0.25 0.2 0 0.708353 1.22815 9.09044e-07 4.54563e-06 0
1.24448 0.25 0.2 0 0.708963 1.26841 6.91046e-07 -7.08518e-06 0
1.24519 0.25 0.2 0 0.709533 1.1874 9.31125e-07 9.09785e-07 0
1.2459 0.25 0.2 0 0.704829 1.09469 8.58531e-07 -6.76234e-06 0
1.24661 0.25 0.2 0 0.69945 1.04128 8.14315e-07 6.36427e-06 0
1.24732 0.25 0.2 0 0.698758 1.02099 7.92953e-07 -9.24139e-06 0
1.24803 0.25 0.2 0 0.699708 1.10576 8.31279e-07 1.44807e-06 0
1.24874 0.25 0.2 0 0.703022 1.14551 -8.64288e-07 8.94368e-06 0
1.24944 0.25 0.2 0 0.706265 1.15175 1.7264e-06 -1.7938e-05 0
1.25015 0.25 0.2 0 0.704025 1.1511 8.05277e-07 3.76137e-06 0
1.25086 0.25 0.2 0 0.704504 1.15969 9.33416e-07 -2.07773e-06 0
1.25157 0.25 0.2 0 0.704633 1.16985 8.80611e-07 -7.85024e-07 0
1.25228 0.25 0.2 0 0.705031 1.1631 8.48544e-07 -4.70521e-06 0
1.25298 0.25 0.2 0 0.704829 1.15466 8.67084e-07 -6.94574e-07 0
1.25369 0.25 0.2 0 0.703914 1.15519 8.36488e-07 -4.06017e-06 0
1.2544 0.25 0.2 0 0.70362 1.16131 8.49779e-07 -3.4505e-06 0
1.2551 0.25 0.2 0 0.703815 1.17086 8.05213e-07 1.6974e-06 0
1.25581 0.25 0.2 0 0.703518 1.1833 8.66808e-07 -3.11772e-06 0
1.25652 0.25 0.2 0 0.703454 1.19612 8.16295e-07 -6.12698e-06 0
1.25722 0.25 0.2 0 0.703737 1.20985 8.17002e-07 9.27354e-07 0
1.25793 0.25 0.2 0 0.703624 1.22372 8.27449e-07 -4.20594e-06 0
1.25863 0.25 0.2 0 0.703106 1.17578 8.44167e-07 -1.93684e-06 0
1.25934 0.25 0.2 0 0.700264 1.12196 8.50447e-07 -3.29897e-06 0
1.26004 0.25 0.2 0 0.697564 1.09393 8.18374e-07 -2.86159e-06 0
1.26075 0.25 0.2 0 0.697186 1.08722 8.27395e-07 -2.62778e-06 0
1.26145 0.25 0.2 0 0.697176 1.09064 8.4121e-07 -2.05407e-06 0
1.26215 0.25 0.2 0 0.698174 1.12905 8.21505e-07 -3.61067e-06 0
1.26286 0.25 0.2 0 0.700219 1.14536 8.35556e-07 -2.93597e-06 0
1.26356 0.25 0.2 0 0.701508 1.14746 9.79019e-07 8.12684e-06 0
1.26426 0.25 0.2 0 0.699407 1.15066 6.93685e-07 -2.99555e-05 0
1.26496 0.25 0.2 0 0.70071 1.16095 9.01591e-07 2.02977e-05 0
1.26567 0.25 0.2 0 0.701094 1.17208 7.90853e-07 -1.06118e-05 0
1.26637 0.25 0.2 0 0.701346 1.18443 8.64119e-07 -2.49222e-06 0
1.26707 0.25 0.2 0 0.701449 1.16032 8.41292e-07 -3.81117e-06 0
1.26777 0.25 0.2 0 0.69991 1.13261 8.63731e-07 -4.35847e-06 0
1.26847 0.25 0.2 0 0.698099 1.121 8.49651e-07 -1.3984e-06 0
1.26917 0.25 0.2 0 0.697653 1.12046 8.44145e-07 -2.79714e-06 0
1.26987 0.25 0.2 0 0.697396 1.12696 8.47942e-07 -3.48266e-06 0
1.27057 0.25 0.2 0 0.697743 1.13747 8.91279e-07 -5.7596e-06 0
1.27127 0.25 0.2 0 0.697315 1.14831 8.20466e-07 -2.84083e-06 0
1.27197 0.25 0.2 0 0.69781 1.16231 8.47176e-07 -3.36838e-06 0
1.27267 0.25 0.2 0 0.697986 1.17567 8.48946e-07 -3.27334e-06 0
1.27337 0.25 0.2 0 0.698262 1.18955 8.44729e-07 -2.90778e-06 0
1.27407 0.25 0.2 0 0.698578 1.20371 8.54115e-07 -5.30061e-06 0
1.27477 0.25 0.2 0 0.698952 1.21783 8.54374e-07 -3.20606e-06 0
1.27547 0.25 0.2 0 0.69961 1.24698 8.45738e-07 1.38425e-06 0
1.27617 0.25 0.2 0 0.699052 1.17003 8.64028e-07 -1.08616e-05 0
1.27686 0.25 0.2 0 0.695179 1.08463 9.18868e-07 -2.35381e-06 0
1.27756 0.25 0.2 0 0.690889 1.03619 8.17758e-07 -3.21744e-06 0
1.27826 0.25 0.2 0 0.690271 1.01926 8.49446e-07 -4.12289e-06 0
1.27896 0.25 0.2 0 0.690858 1.08737 8.5785e-07 -3.70374e-06 0
1.27965 0.25 0.2 0 0.694921 1.17122 8.15942e-07 -3.95587e-06 0
1.28035 0.25 0.2 0 0.698891 1.26713 8.8047e-07 -5.04927e-06 0
1.28104 0.25 0.2 0 0.699634 1.17769 8.63438e-07 -4.13874e-06 0
1.28174 0.25 0.2 0 0.695651 1.12992 9.1802e-07 -5.82235e-06 0
1.28244 0.25 0.2 0 0.692485 1.13055 7.85968e-07 -2.03093e-07 0
1.28313 0.25 0.2 0 0.694767 1.14694 8.71174e-07 -6.87271e-06 0
1.28383 0.25 0.2 0 0.695078 1.1611 8.65655e-07 -4.05813e-06 0
1.28452 0.25 0.2 0 0.695782 1.17663 8.70791e-07 -4.43942e-06 0
1.28522 0.25 0.2 0 0.695522 1.13944 8.56569e-07 -4.6713e-06 0
1.28591 0.25 0.2 0 0.693293 1.11817 8.92324e-07 -5.44574e-06 0
1.2866 0.25 0.2 0 0.691871 1.12027 8.25084e-07 -2.97711e-06 0
1.2873 0.25 0.2 0 0.692435 1.1163 8.65661e-07 -4.61711e-06 0
1.28799 0.25 0.2 0 0.692057 1.11216 8.35127e-07 -9.59158e-06 0
1.28868 0.25 0.2 0 0.691588 1.11484 9.1536e-07 3.75147e-06 0
1.28938 0.25 0.2 0 0.691589 1.12314 8.18653e-07 -1.00788e-05 0
1.29007 0.25 0.2 0 0.691488 1.13387 8.92566e-07 -7.77804e-06 0
1.29076 0.25 0.2 0 0.692211 1.14721 8.3969e-07 -8.44337e-07 0
1.29145 0.25 0.2 0 0.692696 1.16078 8.54364e-07 -4.58816e-06 0
